Crime_Type,Severity_Level,Date,Time,Day_of_Week,Month,Year,Time_Slot,City,State,Police_Station_Area,Age_Group_Mostly_Affected,Population_Density,Previous_Crimes_Area,Police_Station_Distance,Patrol_Intensity,Victim_Gender,city_norm,state_norm,expected_lat,expected_lon,dist_to_expected_km,matched_type,Latitude_fixed,Longitude_fixed
Fraud,Medium,02-07-2022,16:02,Saturday,7,2021,Evening,Chennai,Tamil Nadu,South,Adult (36-55),26803,28,18.22,High,Other,chennai,rajasthan,13.0827,80.2707,1599.036356,city_only,13.0827,80.2707
Robbery,Critical,14-03-2021,08:22,Thursday,5,2021,Afternoon,Bangalore,Karnataka,Central,Senior (56+),21200,23,13.14,Low,Male,bangalore,maharashtra,12.9716,77.5946,2167.625757,city_only,12.9716,77.5946
Theft,High,04-04-2022,05:31,Wednesday,8,2022,Morning,Pune,Maharashtra,West,Teen (13-19),29480,31,19.42,Medium,Male,pune,karnataka,18.5204,73.8567,578.6180843,city_only,18.5204,73.8567
Domestic Violence,High,29-10-2022,18:56,Friday,10,2021,Night,Bangalore,Karnataka,West,Teen (13-19),6807,65,19.05,Low,Male,bangalore,gujarat,12.9716,77.5946,1761.870811,city_only,12.9716,77.5946
Theft,High,22-12-2022,15:20,Sunday,9,2025,Night,Bangalore,Karnataka,East,Senior (56+),9891,88,8.92,High,Female,bangalore,telangana,12.9716,77.5946,2278.164643,city_only,12.9716,77.5946
Cybercrime,High,18-05-2023,17:08,Thursday,4,2024,Morning,Kolkata,West Bengal,West,Teen (13-19),22158,17,14.81,Low,Male,kolkata,karnataka,22.5726,88.3639,1590.663134,city_only,22.5726,88.3639
Fraud,Low,11-02-2024,03:25,Saturday,3,2021,Night,Bangalore,Karnataka,South,Teen (13-19),19252,48,4.57,Medium,Male,bangalore,tamil nadu,12.9716,77.5946,1798.176344,city_only,12.9716,77.5946
Cybercrime,Medium,27-03-2024,10:56,Sunday,1,2025,Morning,Kolkata,West Bengal,South,Young Adult (20-35),25690,71,19.11,Low,Other,kolkata,delhi,22.5726,88.3639,2128.647807,city_only,22.5726,88.3639
Vandalism,High,01-09-2023,07:48,Saturday,5,2021,Morning,Kolkata,West Bengal,East,Child (0-12),24278,0,11.1,High,Male,kolkata,delhi,22.5726,88.3639,589.7455282,city_only,22.5726,88.3639
Fraud,High,21-04-2023,14:52,Sunday,6,2025,Afternoon,Hyderabad,Telangana,North,Young Adult (20-35),7912,28,15.2,Low,Other,hyderabad,delhi,17.385,78.4867,1848.867844,city_only,17.385,78.4867
Burglary,Low,14-12-2023,04:24,Wednesday,4,2021,Night,Jaipur,Rajasthan,South,Senior (56+),16531,69,7.53,Medium,Female,jaipur,rajasthan,26.9124,75.7873,2.205163327,city_state,26.9124,75.7873
Burglary,Medium,12-06-2023,21:51,Saturday,6,2022,Night,Lucknow,Uttar Pradesh,East,Teen (13-19),18567,75,13.87,High,Male,lucknow,maharashtra,26.8467,80.9462,1350.972919,city_only,26.8467,80.9462
Cybercrime,High,31-08-2022,03:43,Friday,10,2021,Morning,Pune,Maharashtra,West,Young Adult (20-35),22982,3,12.08,High,Female,pune,maharashtra,18.5204,73.8567,4.136907529,city_state,18.5204,73.8567
Robbery,High,23-06-2022,23:03,Wednesday,8,2025,Night,Hyderabad,Telangana,East,Young Adult (20-35),24821,13,7.85,Medium,Male,hyderabad,uttar pradesh,17.385,78.4867,759.6172264,city_only,17.385,78.4867
Drug Offense,Medium,21-07-2025,23:53,Monday,11,2021,Morning,Lucknow,Uttar Pradesh,East,Young Adult (20-35),16010,33,6.69,Medium,Female,lucknow,rajasthan,26.8467,80.9462,1543.682072,city_only,26.8467,80.9462
Cybercrime,High,20-06-2024,09:07,Friday,1,2025,Evening,Pune,Maharashtra,Central,Young Adult (20-35),26561,57,11.21,Medium,Male,pune,delhi,18.5204,73.8567,1761.170805,city_only,18.5204,73.8567
Fraud,High,09-08-2022,00:28,Monday,12,2025,Night,Mumbai,Maharashtra,East,Senior (56+),6437,64,0.45,High,Male,mumbai,telangana,19.076,72.8777,1532.493129,city_only,19.076,72.8777
Robbery,Medium,17-06-2022,22:27,Thursday,5,2021,Morning,Hyderabad,Telangana,South,Adult (36-55),25977,13,8.3,Medium,Male,hyderabad,rajasthan,17.385,78.4867,1761.742712,city_only,17.385,78.4867
Assault,Critical,06-05-2021,08:35,Saturday,8,2024,Evening,Bangalore,Karnataka,East,Adult (36-55),17943,0,5.1,Medium,Other,bangalore,telangana,12.9716,77.5946,2226.206227,city_only,12.9716,77.5946
Burglary,Medium,19-11-2021,02:32,Wednesday,10,2021,Evening,Hyderabad,Telangana,East,Adult (36-55),18016,1,2.22,Low,Other,hyderabad,telangana,17.385,78.4867,3.545277985,city_state,17.385,78.4867
Drug Offense,Critical,12-06-2024,17:22,Wednesday,1,2023,Night,Mumbai,Maharashtra,Central,Senior (56+),15768,53,4.54,Medium,Male,mumbai,west bengal,19.076,72.8777,700.3194053,city_only,19.076,72.8777
Drug Offense,Medium,19-01-2021,10:01,Saturday,10,2022,Evening,Hyderabad,Telangana,North,Young Adult (20-35),18872,1,12.36,Low,Other,hyderabad,gujarat,17.385,78.4867,294.3095485,city_only,17.385,78.4867
Fraud,Medium,31-12-2021,19:55,Friday,7,2025,Afternoon,Chennai,Tamil Nadu,North,Young Adult (20-35),16308,99,18.83,Medium,Female,chennai,karnataka,13.0827,80.2707,2438.046731,city_only,13.0827,80.2707
Drug Offense,Medium,12-07-2025,00:50,Tuesday,2,2023,Morning,Jaipur,Rajasthan,Central,Teen (13-19),13814,50,5.18,Medium,Other,jaipur,delhi,26.9124,75.7873,2293.806652,city_only,26.9124,75.7873
Drug Offense,High,07-10-2024,11:13,Friday,9,2022,Night,Jaipur,Rajasthan,North,Senior (56+),22093,79,0.57,Medium,Female,jaipur,uttar pradesh,26.9124,75.7873,1030.562312,city_only,26.9124,75.7873
Robbery,Medium,31-12-2022,04:47,Sunday,11,2024,Evening,Pune,Maharashtra,North,Senior (56+),21438,69,10.63,Low,Other,pune,tamil nadu,18.5204,73.8567,1584.897262,city_only,18.5204,73.8567
Cybercrime,Critical,19-05-2021,13:02,Saturday,5,2024,Night,Ahmedabad,Gujarat,East,Teen (13-19),18411,59,3.24,High,Male,ahmedabad,maharashtra,23.0225,72.5714,2348.393851,city_only,23.0225,72.5714
Fraud,Critical,21-09-2022,20:25,Monday,5,2021,Morning,Kolkata,West Bengal,Central,Adult (36-55),21407,55,0.3,High,Other,kolkata,karnataka,22.5726,88.3639,2449.990111,city_only,22.5726,88.3639
Drug Offense,Medium,02-04-2024,02:43,Friday,9,2022,Evening,Kolkata,West Bengal,East,Child (0-12),6346,99,15.02,Low,Male,kolkata,telangana,22.5726,88.3639,1650.426936,city_only,22.5726,88.3639
Assault,Medium,23-07-2025,01:06,Saturday,12,2025,Morning,Chennai,Tamil Nadu,East,Young Adult (20-35),13066,62,13.44,Medium,Male,chennai,west bengal,13.0827,80.2707,1493.98693,city_only,13.0827,80.2707
Domestic Violence,Medium,25-10-2024,10:19,Monday,7,2023,Evening,Kolkata,West Bengal,Central,Young Adult (20-35),12398,1,10.72,Medium,Other,kolkata,gujarat,22.5726,88.3639,1239.535801,city_only,22.5726,88.3639
Drug Offense,Low,11-01-2023,09:45,Sunday,3,2021,Morning,Kolkata,West Bengal,Central,Adult (36-55),26826,27,17.06,Low,Other,kolkata,uttar pradesh,22.5726,88.3639,1345.856158,city_only,22.5726,88.3639
Burglary,Low,09-03-2023,21:37,Thursday,3,2025,Night,Mumbai,Maharashtra,West,Adult (36-55),8762,48,10.52,High,Female,mumbai,telangana,19.076,72.8777,2446.622231,city_only,19.076,72.8777
Burglary,Medium,28-04-2021,02:33,Wednesday,6,2025,Night,Chennai,Tamil Nadu,North,Child (0-12),19006,80,17.36,Low,Other,chennai,karnataka,13.0827,80.2707,1814.983611,city_only,13.0827,80.2707
Murder,Medium,20-09-2025,07:33,Tuesday,8,2024,Afternoon,Pune,Maharashtra,Central,Teen (13-19),23714,42,9.98,Medium,Male,pune,maharashtra,18.5204,73.8567,3.091878119,city_state,18.5204,73.8567
Assault,Low,13-02-2025,12:43,Monday,5,2025,Night,Pune,Maharashtra,West,Adult (36-55),7003,1,9.5,High,Other,pune,maharashtra,18.5204,73.8567,4.33660765,city_state,18.5204,73.8567
Assault,Medium,22-01-2022,19:02,Thursday,11,2023,Afternoon,Bangalore,Karnataka,South,Adult (36-55),23332,6,9.04,Low,Female,bangalore,telangana,12.9716,77.5946,311.8714595,city_only,12.9716,77.5946
Domestic Violence,Medium,19-02-2023,02:48,Monday,12,2025,Night,Kolkata,West Bengal,South,Teen (13-19),9255,33,1.47,Medium,Other,kolkata,rajasthan,22.5726,88.3639,2333.872454,city_only,22.5726,88.3639
Fraud,Medium,26-08-2023,18:18,Sunday,5,2022,Evening,Delhi,Delhi,East,Child (0-12),13384,38,12.79,High,Male,delhi,karnataka,28.6139,77.209,1875.831505,city_only,28.6139,77.209
Assault,Medium,21-05-2022,23:47,Tuesday,5,2024,Night,Chennai,Tamil Nadu,South,Senior (56+),18203,82,11.65,High,Male,chennai,gujarat,13.0827,80.2707,1287.408829,city_only,13.0827,80.2707
Murder,Medium,22-07-2023,00:21,Sunday,5,2023,Morning,Hyderabad,Telangana,North,Senior (56+),24640,50,19.3,Medium,Female,hyderabad,maharashtra,17.385,78.4867,1793.997932,city_only,17.385,78.4867
Burglary,Medium,20-10-2022,04:24,Tuesday,8,2021,Afternoon,Hyderabad,Telangana,East,Adult (36-55),28349,94,8.83,High,Male,hyderabad,karnataka,17.385,78.4867,436.7357108,city_only,17.385,78.4867
Domestic Violence,Medium,09-03-2025,20:50,Tuesday,3,2025,Evening,Pune,Maharashtra,North,Young Adult (20-35),14001,46,16.31,Medium,Female,pune,tamil nadu,18.5204,73.8567,1847.779884,city_only,18.5204,73.8567
Domestic Violence,Low,15-07-2021,08:32,Wednesday,11,2021,Afternoon,Chennai,Tamil Nadu,West,Young Adult (20-35),22359,78,19.46,Low,Female,chennai,delhi,13.0827,80.2707,1126.47793,city_only,13.0827,80.2707
Drug Offense,Medium,10-10-2024,23:10,Saturday,10,2023,Night,Jaipur,Rajasthan,Central,Senior (56+),16744,9,15.8,Medium,Male,jaipur,rajasthan,26.9124,75.7873,5.627476764,city_state,26.9124,75.7873
Burglary,Critical,05-04-2021,15:21,Wednesday,8,2021,Evening,Hyderabad,Telangana,Central,Senior (56+),8967,67,6.1,High,Male,hyderabad,maharashtra,17.385,78.4867,1216.307836,city_only,17.385,78.4867
Robbery,High,24-12-2022,17:17,Tuesday,3,2021,Morning,Lucknow,Uttar Pradesh,West,Young Adult (20-35),5120,79,5.16,Low,Female,lucknow,telangana,26.8467,80.9462,1712.232411,city_only,26.8467,80.9462
Theft,High,09-09-2024,10:32,Saturday,9,2021,Night,Lucknow,Uttar Pradesh,West,Child (0-12),8451,0,11.7,High,Female,lucknow,tamil nadu,26.8467,80.9462,937.8868831,city_only,26.8467,80.9462
Murder,High,23-02-2025,01:03,Tuesday,12,2025,Night,Pune,Maharashtra,North,Teen (13-19),19055,48,10.04,Low,Male,pune,rajasthan,18.5204,73.8567,1657.62015,city_only,18.5204,73.8567
Domestic Violence,High,07-07-2024,08:13,Thursday,3,2025,Night,Delhi,Delhi,North,Senior (56+),9675,26,12.7,Low,Other,delhi,karnataka,28.6139,77.209,968.4133296,city_only,28.6139,77.209
Drug Offense,High,24-03-2021,03:02,Saturday,5,2022,Evening,Ahmedabad,Gujarat,East,Teen (13-19),14152,95,11.4,High,Other,ahmedabad,maharashtra,23.0225,72.5714,1682.787465,city_only,23.0225,72.5714
Theft,Critical,29-05-2025,07:22,Friday,5,2024,Evening,Delhi,Delhi,Central,Senior (56+),28520,60,7.24,Low,Other,delhi,delhi,28.6139,77.209,3.392006472,city_state,28.6139,77.209
Fraud,Critical,08-01-2022,02:58,Wednesday,1,2021,Morning,Pune,Maharashtra,West,Child (0-12),22337,7,4.81,Low,Female,pune,gujarat,18.5204,73.8567,1973.010883,city_only,18.5204,73.8567
Domestic Violence,High,09-12-2024,00:03,Saturday,5,2023,Evening,Lucknow,Uttar Pradesh,North,Adult (36-55),24807,65,11.65,High,Male,lucknow,maharashtra,26.8467,80.9462,1308.725325,city_only,26.8467,80.9462
Vandalism,Low,27-07-2021,09:05,Friday,11,2024,Morning,Lucknow,Uttar Pradesh,South,Child (0-12),11771,88,4.96,High,Male,lucknow,tamil nadu,26.8467,80.9462,1592.631414,city_only,26.8467,80.9462
Domestic Violence,Critical,10-07-2024,05:30,Monday,2,2024,Afternoon,Kolkata,West Bengal,West,Adult (36-55),7798,99,1.55,Medium,Other,kolkata,telangana,22.5726,88.3639,1806.849915,city_only,22.5726,88.3639
Domestic Violence,Critical,18-03-2024,02:59,Sunday,4,2021,Afternoon,Jaipur,Rajasthan,East,Teen (13-19),16571,59,10.63,High,Male,jaipur,telangana,26.9124,75.7873,1502.042018,city_only,26.9124,75.7873
Theft,Medium,04-04-2023,02:38,Wednesday,5,2025,Afternoon,Kolkata,West Bengal,East,Young Adult (20-35),5186,33,16.42,High,Other,kolkata,rajasthan,22.5726,88.3639,2083.508987,city_only,22.5726,88.3639
Burglary,Critical,19-11-2023,21:47,Saturday,1,2023,Afternoon,Bangalore,Karnataka,North,Adult (36-55),11000,70,4.71,Medium,Male,bangalore,rajasthan,12.9716,77.5946,439.0660949,city_only,12.9716,77.5946
Drug Offense,Medium,07-02-2025,10:40,Wednesday,10,2022,Morning,Bangalore,Karnataka,East,Child (0-12),11963,70,12.57,Low,Female,bangalore,rajasthan,12.9716,77.5946,1258.97421,city_only,12.9716,77.5946
Fraud,High,28-01-2022,23:21,Sunday,5,2025,Morning,Ahmedabad,Gujarat,North,Teen (13-19),29306,78,11.36,Medium,Male,ahmedabad,telangana,23.0225,72.5714,430.6768673,city_only,23.0225,72.5714
Fraud,Low,25-05-2025,18:02,Tuesday,10,2021,Afternoon,Lucknow,Uttar Pradesh,North,Teen (13-19),29719,84,7.74,High,Male,lucknow,maharashtra,26.8467,80.9462,1946.264487,city_only,26.8467,80.9462
Assault,Medium,06-02-2025,06:55,Tuesday,9,2023,Evening,Kolkata,West Bengal,South,Senior (56+),22671,18,2.21,Medium,Other,kolkata,rajasthan,22.5726,88.3639,1438.428617,city_only,22.5726,88.3639
Drug Offense,High,28-10-2022,19:56,Saturday,5,2022,Afternoon,Bangalore,Karnataka,North,Young Adult (20-35),10537,80,1.67,Medium,Other,bangalore,delhi,12.9716,77.5946,2435.951126,city_only,12.9716,77.5946
Murder,Low,02-02-2021,02:14,Wednesday,10,2024,Morning,Lucknow,Uttar Pradesh,South,Adult (36-55),21975,54,10.78,Low,Other,lucknow,karnataka,26.8467,80.9462,2032.949922,city_only,26.8467,80.9462
Fraud,Critical,27-07-2022,19:24,Sunday,11,2021,Morning,Delhi,Delhi,East,Teen (13-19),19902,46,11.3,Low,Other,delhi,maharashtra,28.6139,77.209,2285.478903,city_only,28.6139,77.209
Vandalism,Low,08-11-2024,07:31,Tuesday,4,2022,Evening,Jaipur,Rajasthan,Central,Teen (13-19),19324,15,9.23,High,Female,jaipur,rajasthan,26.9124,75.7873,4.665847806,city_state,26.9124,75.7873
Burglary,Low,05-09-2021,09:13,Sunday,5,2025,Morning,Bangalore,Karnataka,North,Teen (13-19),14465,68,11.09,Low,Female,bangalore,rajasthan,12.9716,77.5946,2242.853,city_only,12.9716,77.5946
Domestic Violence,Critical,22-07-2021,22:56,Saturday,2,2021,Night,Hyderabad,Telangana,North,Senior (56+),16749,49,12.3,Low,Male,hyderabad,gujarat,17.385,78.4867,992.4475436,city_only,17.385,78.4867
Domestic Violence,Critical,26-02-2023,07:19,Monday,8,2025,Afternoon,Chennai,Tamil Nadu,East,Adult (36-55),7825,4,6.31,High,Male,chennai,telangana,13.0827,80.2707,1380.271494,city_only,13.0827,80.2707
Cybercrime,High,04-04-2024,11:52,Friday,1,2023,Night,Delhi,Delhi,East,Child (0-12),20135,56,17.85,Medium,Other,delhi,maharashtra,28.6139,77.209,1824.013307,city_only,28.6139,77.209
Fraud,Critical,28-10-2023,10:30,Thursday,5,2023,Evening,Lucknow,Uttar Pradesh,West,Senior (56+),6078,44,0.93,Medium,Female,lucknow,maharashtra,26.8467,80.9462,784.5242466,city_only,26.8467,80.9462
Robbery,Medium,15-12-2024,12:28,Tuesday,1,2021,Evening,Hyderabad,Telangana,Central,Senior (56+),13082,63,5.08,Medium,Male,hyderabad,telangana,17.385,78.4867,4.270360285,city_state,17.385,78.4867
Robbery,High,05-08-2024,17:11,Monday,4,2024,Night,Jaipur,Rajasthan,Central,Child (0-12),23829,45,6.35,High,Male,jaipur,gujarat,26.9124,75.7873,1310.835063,city_only,26.9124,75.7873
Cybercrime,Low,23-04-2021,22:49,Saturday,1,2022,Morning,Hyderabad,Telangana,South,Senior (56+),17780,26,14.01,Medium,Female,hyderabad,west bengal,17.385,78.4867,942.9224839,city_only,17.385,78.4867
Assault,High,04-01-2022,01:12,Wednesday,5,2024,Evening,Bangalore,Karnataka,North,Senior (56+),16915,92,4.58,High,Female,bangalore,rajasthan,12.9716,77.5946,883.7718413,city_only,12.9716,77.5946
Burglary,High,19-04-2025,08:55,Monday,1,2024,Afternoon,Ahmedabad,Gujarat,South,Teen (13-19),5757,83,2.47,High,Female,ahmedabad,maharashtra,23.0225,72.5714,1209.305099,city_only,23.0225,72.5714
Fraud,High,20-05-2023,06:49,Friday,12,2023,Evening,Delhi,Delhi,South,Senior (56+),24775,73,17.79,Low,Female,delhi,uttar pradesh,28.6139,77.209,1713.532734,city_only,28.6139,77.209
Fraud,Critical,30-11-2023,21:11,Sunday,7,2021,Morning,Kolkata,West Bengal,South,Adult (36-55),28722,74,10.2,Low,Other,kolkata,rajasthan,22.5726,88.3639,2404.291048,city_only,22.5726,88.3639
Domestic Violence,Critical,21-09-2025,02:50,Tuesday,6,2024,Afternoon,Lucknow,Uttar Pradesh,Central,Teen (13-19),17535,13,16.12,High,Male,lucknow,tamil nadu,26.8467,80.9462,2038.057358,city_only,26.8467,80.9462
Theft,Critical,13-02-2023,10:56,Thursday,3,2024,Morning,Delhi,Delhi,Central,Teen (13-19),6959,99,1.67,High,Male,delhi,rajasthan,28.6139,77.209,2483.338225,city_only,28.6139,77.209
Vandalism,Medium,13-08-2025,12:54,Wednesday,10,2024,Afternoon,Jaipur,Rajasthan,Central,Teen (13-19),10427,61,8.75,Low,Female,jaipur,maharashtra,26.9124,75.7873,726.8406547,city_only,26.9124,75.7873
Assault,Medium,29-07-2025,10:24,Monday,6,2024,Afternoon,Lucknow,Uttar Pradesh,West,Young Adult (20-35),9683,16,19.84,Low,Other,lucknow,telangana,26.8467,80.9462,1953.239733,city_only,26.8467,80.9462
Robbery,High,28-04-2025,17:18,Thursday,12,2025,Morning,Bangalore,Karnataka,Central,Child (0-12),16575,53,16.78,Low,Male,bangalore,tamil nadu,12.9716,77.5946,2151.747394,city_only,12.9716,77.5946
Murder,Low,01-02-2023,22:10,Thursday,3,2025,Afternoon,Hyderabad,Telangana,South,Young Adult (20-35),20985,41,16.88,High,Other,hyderabad,rajasthan,17.385,78.4867,2018.767661,city_only,17.385,78.4867
Theft,Critical,09-02-2023,15:36,Sunday,10,2024,Morning,Ahmedabad,Gujarat,East,Senior (56+),22167,0,19.25,Medium,Other,ahmedabad,tamil nadu,23.0225,72.5714,1789.855139,city_only,23.0225,72.5714
Burglary,Critical,16-08-2021,01:14,Friday,9,2023,Morning,Pune,Maharashtra,South,Teen (13-19),16583,35,15.43,High,Other,pune,gujarat,18.5204,73.8567,1542.981051,city_only,18.5204,73.8567
Vandalism,Low,27-12-2024,23:58,Friday,7,2025,Morning,Delhi,Delhi,West,Young Adult (20-35),23268,30,18.03,Low,Female,delhi,telangana,28.6139,77.209,1630.393654,city_only,28.6139,77.209
Burglary,Medium,04-09-2023,22:36,Sunday,1,2022,Evening,Mumbai,Maharashtra,South,Adult (36-55),11177,5,2.97,Medium,Female,mumbai,maharashtra,19.076,72.8777,1.229742983,city_state,19.076,72.8777
Fraud,Low,21-06-2022,19:23,Monday,8,2023,Afternoon,Hyderabad,Telangana,West,Adult (36-55),24763,17,8.23,Low,Other,hyderabad,maharashtra,17.385,78.4867,2117.805374,city_only,17.385,78.4867
Drug Offense,Low,23-05-2021,07:22,Wednesday,9,2023,Morning,Lucknow,Uttar Pradesh,West,Young Adult (20-35),19521,4,4.25,Low,Female,lucknow,tamil nadu,26.8467,80.9462,223.1155579,city_only,26.8467,80.9462
Murder,Medium,13-02-2023,13:36,Friday,2,2024,Morning,Lucknow,Uttar Pradesh,North,Child (0-12),26366,89,1.51,Medium,Other,lucknow,west bengal,26.8467,80.9462,312.5801932,city_only,26.8467,80.9462
Vandalism,High,20-08-2021,07:25,Sunday,9,2025,Evening,Lucknow,Uttar Pradesh,East,Adult (36-55),10105,20,14.96,Medium,Female,lucknow,delhi,26.8467,80.9462,586.1433966,city_only,26.8467,80.9462
Vandalism,Critical,15-06-2022,09:07,Tuesday,10,2025,Evening,Chennai,Tamil Nadu,Central,Adult (36-55),11993,63,10.28,Low,Male,chennai,uttar pradesh,13.0827,80.2707,793.2521207,city_only,13.0827,80.2707
Robbery,Critical,23-01-2025,04:02,Sunday,4,2022,Evening,Hyderabad,Telangana,Central,Young Adult (20-35),5192,20,2.36,Medium,Male,hyderabad,uttar pradesh,17.385,78.4867,1756.746803,city_only,17.385,78.4867
Theft,Critical,06-10-2025,20:59,Saturday,8,2022,Afternoon,Chennai,Tamil Nadu,West,Child (0-12),7176,81,3.69,High,Other,chennai,rajasthan,13.0827,80.2707,702.785353,city_only,13.0827,80.2707
Fraud,Medium,01-12-2023,02:12,Wednesday,12,2022,Morning,Ahmedabad,Gujarat,South,Young Adult (20-35),24022,23,5.36,Medium,Other,ahmedabad,uttar pradesh,23.0225,72.5714,893.4016961,city_only,23.0225,72.5714
Robbery,Low,01-01-2022,03:22,Monday,1,2025,Afternoon,Chennai,Tamil Nadu,South,Senior (56+),6568,40,12.57,High,Male,chennai,karnataka,13.0827,80.2707,1512.636664,city_only,13.0827,80.2707
Assault,Critical,07-04-2022,08:02,Saturday,5,2025,Afternoon,Mumbai,Maharashtra,North,Young Adult (20-35),13053,2,6.12,High,Other,mumbai,maharashtra,19.076,72.8777,3.076032834,city_state,19.076,72.8777
Theft,High,16-08-2025,03:40,Friday,3,2025,Night,Hyderabad,Telangana,West,Child (0-12),23065,40,8.11,Low,Other,hyderabad,tamil nadu,17.385,78.4867,750.4364446,city_only,17.385,78.4867
Theft,High,21-05-2023,14:27,Thursday,1,2022,Evening,Ahmedabad,Gujarat,East,Young Adult (20-35),19759,98,0.12,Low,Male,ahmedabad,gujarat,23.0225,72.5714,4.899751033,city_state,23.0225,72.5714
Assault,Low,04-06-2021,19:10,Tuesday,5,2021,Afternoon,Ahmedabad,Gujarat,South,Teen (13-19),26529,29,3.54,Low,Other,ahmedabad,maharashtra,23.0225,72.5714,832.4089886,city_only,23.0225,72.5714
Robbery,High,22-07-2021,06:00,Thursday,9,2021,Morning,Pune,Maharashtra,West,Young Adult (20-35),7599,39,10.34,High,Male,pune,telangana,18.5204,73.8567,669.6689661,city_only,18.5204,73.8567
Theft,Low,09-10-2022,23:28,Thursday,6,2021,Morning,Lucknow,Uttar Pradesh,Central,Young Adult (20-35),19109,99,17.73,Low,Female,lucknow,maharashtra,26.8467,80.9462,880.6080447,city_only,26.8467,80.9462
Vandalism,High,10-09-2023,02:13,Saturday,8,2025,Night,Kolkata,West Bengal,South,Senior (56+),7847,97,1.94,High,Other,kolkata,maharashtra,22.5726,88.3639,828.7981575,city_only,22.5726,88.3639
Robbery,Critical,18-02-2025,06:22,Monday,5,2022,Evening,Kolkata,West Bengal,East,Young Adult (20-35),12199,94,9.79,Low,Female,kolkata,maharashtra,22.5726,88.3639,1233.88743,city_only,22.5726,88.3639
Burglary,Low,27-10-2022,15:26,Sunday,7,2024,Afternoon,Delhi,Delhi,North,Young Adult (20-35),15926,61,13.61,Low,Male,delhi,gujarat,28.6139,77.209,971.3622317,city_only,28.6139,77.209
Burglary,Low,01-12-2021,04:09,Monday,6,2022,Afternoon,Mumbai,Maharashtra,West,Adult (36-55),7288,24,7.93,High,Other,mumbai,tamil nadu,19.076,72.8777,1417.467245,city_only,19.076,72.8777
Domestic Violence,High,12-07-2024,21:21,Friday,10,2022,Morning,Kolkata,West Bengal,South,Senior (56+),24467,14,4.75,High,Male,kolkata,karnataka,22.5726,88.3639,1371.785555,city_only,22.5726,88.3639
Theft,Medium,30-04-2024,09:36,Tuesday,5,2025,Night,Jaipur,Rajasthan,North,Teen (13-19),21782,52,0.54,Medium,Male,jaipur,maharashtra,26.9124,75.7873,471.7136611,city_only,26.9124,75.7873
Fraud,High,26-05-2022,22:54,Wednesday,4,2023,Morning,Hyderabad,Telangana,Central,Senior (56+),27532,28,1.51,High,Female,hyderabad,karnataka,17.385,78.4867,1856.733982,city_only,17.385,78.4867
Assault,Medium,08-04-2022,20:22,Friday,12,2025,Afternoon,Lucknow,Uttar Pradesh,North,Young Adult (20-35),23995,87,7.05,High,Female,lucknow,maharashtra,26.8467,80.9462,1784.358314,city_only,26.8467,80.9462
Domestic Violence,Low,23-10-2024,21:07,Saturday,7,2024,Afternoon,Kolkata,West Bengal,South,Senior (56+),28177,94,8.92,High,Other,kolkata,west bengal,22.5726,88.3639,5.055937249,city_state,22.5726,88.3639
Domestic Violence,Critical,03-05-2024,13:50,Saturday,12,2024,Afternoon,Pune,Maharashtra,East,Adult (36-55),5302,76,2.88,Medium,Female,pune,telangana,18.5204,73.8567,2319.290916,city_only,18.5204,73.8567
Robbery,High,19-10-2023,22:56,Wednesday,10,2024,Morning,Mumbai,Maharashtra,North,Senior (56+),8862,80,1.64,Low,Male,mumbai,maharashtra,19.076,72.8777,5.783604445,city_state,19.076,72.8777
Domestic Violence,Critical,01-08-2023,18:35,Sunday,8,2024,Afternoon,Chennai,Tamil Nadu,West,Young Adult (20-35),10681,72,6.04,High,Female,chennai,telangana,13.0827,80.2707,1069.22778,city_only,13.0827,80.2707
Robbery,High,05-06-2022,05:09,Sunday,1,2024,Evening,Jaipur,Rajasthan,East,Young Adult (20-35),22013,19,11.43,Low,Male,jaipur,maharashtra,26.9124,75.7873,1355.31844,city_only,26.9124,75.7873
Drug Offense,Medium,14-01-2024,21:51,Monday,9,2023,Afternoon,Jaipur,Rajasthan,North,Senior (56+),5501,4,3.81,Low,Other,jaipur,west bengal,26.9124,75.7873,1734.198344,city_only,26.9124,75.7873
Cybercrime,Low,20-04-2025,00:11,Sunday,4,2022,Afternoon,Jaipur,Rajasthan,East,Young Adult (20-35),13300,39,12.3,High,Other,jaipur,maharashtra,26.9124,75.7873,203.2402561,city_only,26.9124,75.7873
Murder,High,01-10-2024,05:06,Saturday,8,2022,Morning,Kolkata,West Bengal,West,Child (0-12),29017,51,13.4,High,Male,kolkata,gujarat,22.5726,88.3639,1367.136618,city_only,22.5726,88.3639
Robbery,Medium,27-07-2024,06:13,Friday,10,2022,Evening,Bangalore,Karnataka,North,Senior (56+),19188,84,15.13,Low,Female,bangalore,delhi,12.9716,77.5946,2129.278996,city_only,12.9716,77.5946
Robbery,Low,14-08-2023,01:44,Wednesday,9,2024,Night,Hyderabad,Telangana,North,Teen (13-19),25967,52,4.21,Medium,Female,hyderabad,uttar pradesh,17.385,78.4867,1075.972544,city_only,17.385,78.4867
Murder,Critical,15-05-2025,18:25,Monday,10,2024,Morning,Bangalore,Karnataka,North,Adult (36-55),22328,0,5.47,High,Female,bangalore,maharashtra,12.9716,77.5946,1421.536473,city_only,12.9716,77.5946
